hprd_id	geneSymbol	refseq_id	all_nomenclature(separated by semi-colon)
14418	MFSD9	NP_116107.3	MGC11332
14419	GFOD2	NP_110446.3	FLJ23802;MGC11335
14420	ZXDC	NP_079388.3	MGC11349;FLJ13861;ZXD family zinc finger C isoform 2;ZXD family zinc finger C isoform 1
14421	DUSP26	NP_076930.1	NATA1;MGC2627;Novel amplified gene in thyroid anaplastic cancer;MKP8;LDP-4;SKRP3;DUSP24;MGC1136;Dual specificity phosphatase SKRP3;Mitogen-activated protein kinase phosphatase 8;Low-molecular-mass dual-specificity phosphatase 4
14422	CCDC28B	NP_077272.2	RP4-622L5.5;MGC1203;MGC16441
14423	EFCAB2	NP_115704.1	RP11-290P14.1;FLJ33608;MGC12458;EF-hand calcium-binding domain-containing protein 2
14424	-	NP_291026.1	-
14425	CROCCL1	BAC85584.1	MGC12760
14426	CCL3L3	NP_001001437.2	MGC12815;LD78;464.2;SCYA3L;SCYA3L1;D17S1718;LD78BETA
14427	C7orf70	NP_001032240.1	MGC12966
14428	CCDC115	NP_115733.2	ccp1;FLJ30131;MGC12981
14429	-	AAH05070.1	FLJ41952;FLJ44010;LOC84771
14430	CDKN2AIPNL	NP_542387.1	MGC13017;LOC91368
14431	ORAI3	NP_689501.1	ORAI3;MGC13024;LOC93129
14432	TMEM174	NP_694949.1	MGC13034;FLJ31268;LOC134288
14433	C11orf70	NP_116319.1	MGC13040;LOC85016
14434	NUDT22	NP_115720.1	MGC13045;Nudix motif 22
14435	-	NP_116099.1	-
14436	C2orf88	NP_115697.2	LOC84281
14437	C19orf48	NP_954857.1	MGC13170
14438	C1orf170	BAC85711.1	MGC13275;RP11-54O7.8
14439	TMEM216	NP_057583.2	MGC13379
14440	ZC3HAV1L	NP_542391.2	C7orf39;MGC14289
14441	-	AAH07866.1	-
14442	-	AAH07821.1	LOC84983
14443	ATPBD4	NP_542381.1	MGC14798
14444	C11orf52	NP_542390.2	FLJ25219;MGC131888;MGC14839;LOC91894
14445	CCDC104	NP_542398.3	-
14446	OXNAD1	NP_612390.1	MGC15763
14447	GLYATL1	NP_542392.2	RIKEN cDNA 0610008P16 gene;GNAT;Glycine-N-acyltransferase
14448	-	AAH08026.1	LOC85009
14449	C14orf179	NP_443105.2	FLJ32173;MGC16028;LOC112752
14450	-	BAB71189.1	-
14451	-	AAH09492.1	LOC114130
14452	C3orf31	NP_620162.1	MGC16471;DKFZp434E0519;LOC132001;MMP37-like protein, mitochondrial
14453	KLHDC7B	NP_612442.2	MGC16635
14454	FAM163A	NP_775780.1	MGC16664;RP11-12M5.2;NDSP;Neuroblastoma derived secretory protein;UPF0417 protein C1orf76
14455	C16orf62	NP_064710.3	MGC16824;FLJ21040;DKFZp434B0212
14456	ERI2	NP_001136197.1	KIAA1504;MGC16943
14457	TMEM125	NP_653227.1	MGC17299;LOC128218
14458	METTL7B	NP_689850.2	MGC17301
14459	C9orf30	NP_542386.1	FLJ34973;MGC17337;LOC91283
14460	C16orf74	NP_996850.1	-
14461	TMEM136	NP_777586.1	MGC17839;LOC219902
14462	C12orf23	NP_689474.1	MGC17943;FLJ11721;FLJ13959;LOC90488;UPF0444 protein C12orf23
14463	ZNF114	NP_705836.1	MGC17986;MGC149700;zinc finger protein 114 (Y18)
14464	GSG1L	NP_001103233.1	MGC18079;PRO19651;KTSR5831
14465	FDX1L	NP_001026904.1	MGC19604;MGC74760;Hypothetical protein LOC112812 isoform 1;LOC112812
14466	ALG14	NP_659425.1	MGC19780;UDP-N-acetylglucosamine transferase subunit ALG14 homolog
14467	CCDC97	NP_443080.1	MGC20255;FLJ40267
14468	FAM69B	NP_689634.2	MGC20262;pp6977;C9orf136;LOC138311;OTTHUMP00000022600;OTTHUMP00000022601
14469	ZNF830	NP_443089.3	MGC20398
14470	BATF2	NP_612465.3	MGC20410
14471	KTI12	NP_612426.1	SBBI81;RP11-91A18.3;MGC20419;TOT4
14472	UBQLNL	NP_659490.4	MGC20470;MGC26958
14473	C15orf57	NP_001074260.1	MGC20481;FLJ25915;Coiled-coil domain containing 32 isoform a;Coiled-coil domain containing 32 isoform b
14474	FAM70B	NP_872420.1	MGC20579;RP11-199F6.1
14475	NT5C3L	NP_443167.3	MGC20781;MGC21375
14476	LRRC45	NP_659436.1	MGC20806
14477	STX19	NP_001001850.1	MGC21382;A030009B12Rik protein
14478	TMEM99	NP_660317.2	MGC21518;LOC147184
14479	PRELID2	NP_892005.1	MGC21644;FLJ38376;PRELI domain containing 2 isoform a;PRELI domain containing 2 isoform c;PRELI domain containing 2 isoform b
14480	C4orf42	NP_443093.2	MGC21675;MGC149426;MGC149427;LOC92070
14481	FAM131A	NP_653236.2	MGC21688;C3orf40;FLAT715;PRO1378;LOC131408
14482	C16orf79	NP_872369.1	MGC21830;LOC283870
14483	HIGD2A	NP_620175.1	MGC2198
14484	-	NP_694970.1	MGC22001
14485	LRRIQ3	NP_660301.1	MGC22773
14486	C7orf47	NP_659467.1	MGC22793;LOC221908
14487	TMIGD2	NP_653216.1	MGC23244
14488	DHRS13	NP_653284.2	MGC23280
14489	ZFC3H1	NP_659419.3	DKFZp686A0722;PSRC2;KIAA0546;MGC23401;MGC90200;proline/serine-rich coiled-coil 2
14490	TMEM167A	NP_777569.1	MGC23909;FLJ30508;DKFZp686I1152;LOC153339
14491	C5orf46	NP_996849.2	Similar to AVLV472
14492	C1orf64	NP_849162.1	MGC24047;RP11-5P18.4u;LOC149563
14493	-	NP_115707.2	LOC84291
14494	METTL6	NP_689609.2	MGC24132
14495	C1orf162	NP_777556.1	MGC24133;LOC128346
14496	C16orf42	NP_001001410.1	MGC24381;LOC115939;UPF0293 protein C16orf42
14497	C16orf75	NP_689521.1	MGC24665;LOC116028
14498	ZNF747	NP_076420.1	MGC2474
14499	C11orf48	NP_077004.2	MGC2477;LOC79081
14500	FAM173A	NP_076422.1	MGC2494;LOC65990
14501	PRR22	NP_001127788.1	LOC163154
14502	-	NP_689996.4	-
14503	TRAPPC6A	NP_077013.1	MGC2650;HSPC289;TRAPP complex subunit 6A
14504	THOC6	NP_077315.2	MGC2655;THO complex subunit 6 homolog;WD repeat protein 58;WDR58
14505	C12orf12	NP_689851.1	MGC26598;LOC196477
14506	CAPSL	NP_653248.3	MGC26610
14507	C7orf62	NP_689919.1	LOC219557
14508	FAM81A	NP_689663.2	MGC26690;LOC145773
14509	C3orf38	NP_776185.2	MGC26717;LOC285237
14510	VWA3B	NP_659429.4	MGC26733;FLJ32686;LOC200403
14511	C4orf36	NP_653246.1	MGC26744;LOC132989
14512	WBP2NL	NP_689826.2	MGC26816;PAWP;FLJ26145;Postacrosomal sheath WW domain-binding protein;WW domain-binding protein 2-like;WWBP2 N-terminal-like protein
14513	C1orf93	NP_689584.1	MGC26818;DKFZp547M123;RP3-395M20.10;LOC127281
14514	GLIPR1L1	NP_689992.1	MGC26856;PRO7434;ALKN2972
14515	SPATA2L	NP_689552.2	MGC26885;Tamo;C16orf76
14516	FAM71B	NP_570969.2	MGC26988;LOC153745
14517	RBM46	NP_659416.1	LOC166863
14518	TEKT4	NP_653306.1	MGC27019
14519	LRRC34	NP_699184.1	MGC27085;FLJ27346
14520	DCUN1D5	NP_115675.1	MGC2714;FLJ32431;DCN1-like protein 5;Defective in cullin neddylation protein 1-like protein 5;DCUN1 domain-containing protein 5
14521	C1orf67	NP_659426.2	MGC27277;MGC51214;MGC149665;MGC149666;LOC200095;Coiled-coil domain-containing protein C1orf67
14522	OBFC2B	NP_076973.1	MGC2731;LP3587
14523	CCDC26	NP_659487.1	RAM;MGC27434
14524	AARSD1	NP_001129514.2	MGC2744
14525	C19orf42	NP_077009.2	MGC2747;LOC79086
14526	C19orf50	NP_076974.1	MST096;MGC2749;MSTP096;FLJ25480;LOC79036
14527	-	NP_076428.2	MGC2752;MGC111383;MGC149628;LOC65996
14528	C19orf43	NP_076943.1	MGC2803;My029 protein
14529	TMEM93	NP_112588.1	MGC2963;LOC83460
14530	TTC9C	NP_776171.1	MGC29649
14531	SPNS3	NP_872344.3	MGC29671
14532	RPUSD3	NP_775930.2	FLJ34707;MGC29784
14533	FAM100B	NP_872371.1	MGC29814;MGC71792;LOC283991
14534	CHMP7	NP_689485.1	MGC29816
14535	C1orf107	NP_055203.4	FLJ12704;DEF;FLJ41680;DJ434O14.5;MGC29875;DKFZp686E19106;Digestive-organ expansion factor homolog
14536	GABPB2	NP_653219.1	MGC29891;RP11-68I18.1;GA repeat binding protein, beta 2
14537	PACRGL	NP_659485.1	MGC29898;LOC133015
14538	C15orf40	NP_653198.2	MGC29937;LOC123207;UPF0235 protein C15orf40
14539	-	NP_076953.2	MGC3020
14540	TMEM86B	NP_776165.2	MGC30208;LOC255043
14541	PRR14	NP_076936.1	MGC3121;DKFZp781A13198
14542	TMUB2	NP_001070142.1	MGC3123;FP2653;Hypothetical protein LOC79089;Transmembrane and ubiquitin-like domain containing 2 isoform a;Transmembrane and ubiquitin-like domain containing 2 isoform b
14543	NOC4L	NP_076983.1	NOC4;MGC3162;NOC4-like protein
14544	C1orf85	NP_653181.1	MGC31963;RP11-443G18.2
14545	CCDC107	NP_777583.1	RP11-331F9.6;MGC31967
14546	POLR3GL	NP_115681.1	MGC3200;FLJ34890;flj32422
14547	C19orf40	NP_689479.1	FAAP24;FLJ46828;MGC32020;LOC91442;Fanconi anemia-associated protein, 24 kDa
14548	MRI1	NP_001026897.1	Hypothetical protein LOC84245 isoform 1;Hypothetical protein LOC84245 isoform 2;LOC84245
14549	CYB5D2	NP_653212.1	MGC32124
14550	CHID1	NP_001136148.1	GL008;SI-CLP;MGC3234;FLJ42707;Stabilin-1 interacting chitinase-like protein
14551	DCTN5	NP_115875.1	MGC3248
14552	PCYOX1L	NP_076933.3	MGC3265
14553	CLRN3	NP_689524.1	Hypothetical protein MGC32871
14554	TCTEX1D2	NP_689986.2	LOC255758
14555	TMEM161B	NP_699185.1	PRO1313;FLB3342;MGC33214;LOC153396
14556	METT10D	NP_076991.3	MGC3329
14557	MFSD8	NP_689991.1	CLN7;MGC33302;Ceroid-lipofuscinosis, neuronal 7, late infantile
14558	GOT1L1	NP_689626.2	MGC33309
14559	C3orf58	NP_775823.1	MGC33365;LOC205428
14560	C16orf78	NP_653203.1	MGC33367;LOC123970
14561	C1orf101	NP_001124429.1	RP11-523K4.1;MGC33370;LOC257044
14562	ACTL9	NP_848620.2	HSD21;LOC284382
14563	ZNF683	NP_775845.2	RP11-569G9.6;MGC33414
14564	TMEM151A	NP_694998.1	MGC33486;LOC256472
14565	C8orf46	NP_689978.2	MGC33510;LOC254778
14566	VSTM2A	NP_872352.2	MGC33530
14567	ZNF775	NP_775951.2	MGC33584
14568	TCTE1	NP_872345.2	MGC33600;RP11-444E17.2;D6S46
14569	CCDC66	NP_001135419.1	DKFZp686C0433
14570	WDR66	NP_653269.3	FLJ39783;MGC33630
14571	EXD1	NP_689809.2	MGC33637
14572	C5orf35	NP_714917.1	MGC33648;LOC133383
14573	LRRC67	NP_001013648.1	LOC286187
14574	CLDND2	NP_689566.1	MGC33839
14575	FAM181B	NP_787081.2	MGC33846
14576	KIAA2013	NP_612355.1	MGC33867;RP5-1077B9.1;LOC90231
14577	TMEM178	NP_689603.1	MGC33926;LOC130733
14578	C19orf41	NP_689571.2	PLAL6978;PRO21961;LOC126123;MGC33947;SCRL
14579	C11orf65	NP_689800.3	MGC33948;LOC160140
14580	SLC44A5	NP_689910.2	CTL5;FLJ34081;MGC34032;Choline transporter-like protein 5
14581	CLVS1	NP_775790.1	MGC34646;FLJ37248;LOC157807
14582	IL34	NP_689669.1	MGC34647;LOC146433
14583	FAM76A	NP_001137384.1	RP3-426I6.1;MGC34648
14584	SLC25A41	NP_775908.2	FLJ40442;MGC34725
14585	C3orf22	NP_689746.1	MGC34728;LOC152065
14586	CCDC83	NP_775827.2	MGC34732;HSD9;FLJ42119
14587	CLEC18C	NP_775890.2	LOC283971
14588	-	NP_976053.1	-
14589	IZUMO1	NP_872381.2	MGC34799;Sperm-specific protein Izumo
14590	C11orf42	NP_775796.1	MGC34805;LOC160298
14591	SLC22A24	NP_775857.1	LOC283238
14592	-	NP_775923.1	LOC285154;MGC34824
14593	C11orf69	NP_689527.1	MGC34830;LOC120196
14594	FNDC6	NP_653318.2	-
14595	-	NP_787073.2	-
14596	C12orf54	NP_689532.1	HSD29;HSD30;MGC35033;LOC121273
14597	C4orf22	NP_689983.1	MGC35043;LOC255119
14598	KLHDC8B	NP_775817.1	FLJ11302;MGC35097
14599	UBE2U	NP_689702.1	RP4-636O23.1;MGC35130;EC 6.3.2.19;Ubiquitin-protein ligase U;Ubiquitin carrier protein U
14600	C11orf35	NP_775844.1	MGC35138;LOC256329
14601	LRRC43	NP_001091989.1	MGC35140;Leucine rich repeat containing 43 isoform 1;Leucine rich repeat containing 43 isoform 2
14602	C2orf57	NP_689827.1	MGC35154;LOC165100
14603	C13orf16	NP_689537.1	MGC35169;bA474D23.1;LOC121793
14604	C1orf158	NP_689503.2	MGC35194;DKFZp686C0236;RP11-474O21.4
14605	AMDHD1	NP_689648.2	HMFT1272;MGC35366;Imidazolonepropionase;EC 3.5.2.7
14606	ZNF321	NP_976052.2	MGC35402;DKFZp781C2298;FLJ39509
14607	-	NP_694952.1	LOC147990
14608	TIPRL	NP_690866.1	MAPK activating protein;MGC3794;dJ69E11.3;RP1-69E11.1;CG9578-like;YPR037W and C02C2.6 predicted proteins-like;TIP41, TOR signalling pathway regulator-like isoform 1;TIP41, TOR signalling pathway regulator-like isoform 2
14609	FAM110B	NP_671722.1	MGC39325;C8orf72;LOC90362
14610	-	NP_976051.1	-
14611	CNPY4	NP_689968.1	-
14612	GK5	NP_001034636.1	MGC40579
14613	B9D2	NP_085055.2	-
14614	ANKRD39	NP_057550.3	-
14615	RPAIN	NP_001028174.2	MGC4189;RIP;HRIP;RAP interaction protein;Nuclear transporter;RPA interacting protein isoform 1
14616	C9orf131	NP_976044.2	OTTHUMP00000021323 protein;MGC41945;Hypothetical protein LOC138724 isoform B;Hypothetical protein LOC138724 isoform C;Hypothetical protein LOC138724 isoform D;Hypothetical protein LOC138724 isoform A
14617	TMEM196	NP_689987.3	-
14618	-	NP_699192.1	-
14619	DIS3L2	NP_689596.4	-
14620	C2orf55	NP_997245.2	MGC42367;LOC343990
14621	ZNF679	NP_699194.2	-
14622	ZNF678	NP_848644.1	-
14623	TMEM101	NP_115752.1	-
14624	-	NP_787119.1	-
14625	AMMECR1L	NP_113633.2	-
14626	LYPD4	NP_775777.3	-
14627	DOHH	NP_112594.1	MGC4293;DOHH;EC 1.14.99.29;HLRC1
14628	-	AAH02831.1	-
14629	C2orf52	NP_775784.1	-
14630	C17orf62	NP_078786.2	LOC79415;MGC4368;Hypothetical protein LOC79415 isoform a;FLJ00406;FLJ90469
14631	SLC25A33	NP_115691.1	MGC4399;BMSC MCP;Mitochondrial carrier protein;BMSC derived mitochondrial carrier protein
14632	-	NP_001004344.1	-
14633	C2orf53	NP_848648.2	-
14634	CHAC1	NP_077016.2	-
14635	HDDC3	NP_940929.1	Similar to RIKEN cDNA 1110033O09 gene
14636	CCDC24	NP_689712.1	-
14637	SLC44A3	NP_001107578.1	-
14638	-	AAH33812.1	-
14639	ELOF1	NP_115753.1	-
14640	C6orf223	NP_694978.2	-
14641	FSD1CL	NP_997530.2	-
14642	ZNF697	NP_001073939.1	MGC45731
14643	-	NP_849160.2	MGC45800
14644	RAB42	NP_689517.1	MGC45806;RP4-669K10.6;RAB42, member RAS homolog family;Ras-related protein Rab-42
14645	EFCAB4A	NP_775855.3	FLJ46033;MGC45840;MGC88858
14646	FAM101B	NP_874364.1	MGC45871;LOC359845
14647	C16orf53	NP_078792.1	PA1;MGC4606;PTIP-associated 1 protein
14648	TMEM175	NP_115702.1	LOC84286;MGC4618
14649	WDR25	NP_078791.3	MGC4645 protein
14650	C4orf37	NP_777612.1	MGC46496;LOC285555
14651	B3GNT9	NP_171608.2	LOC84752;Beta-1,3-galactosyltransferase-related protei
14652	TMEM121	NP_079544.1	Hole protein
14653	LIX1L	NP_714924.1	Lix1;DKFZp762F237
14654	-	NP_443103.1	MGC17532 protein;MGC88182;MGC4677
14655	ZNF773	NP_940944.1	MGC4728;ZNF419B;FLJ00301;Zinc finger protein 419B
14656	RIMKLA	NP_775913.2	MGC47816;RP11-157D18.1;Ribosomal protein S6 modification-like protein A
14657	HEATR4	NP_976054.1	MGC48595
14658	ZNF677	NP_872415.1	MGC48625
14659	C1QTNF9	NP_848635.2	MGC48915;Complement C1q tumor necrosis factor-related protein 9
14660	DCUN1D3	NP_775746.1	44M2.4;FLJ41725;MGC48972;DKFZp686O0290;DCUN1 domain-containing protein 3
14661	C1orf110	NP_848645.3	FLJ41579;MGC48998;RP11-331H2.2;LOC339512;Coiled-coil domain-containing protein C1orf110
14662	C17orf49	NP_001136270.1	MGC49942;LOC124944
14663	C11orf53	NP_940900.1	Similar to RIKEN cDNA 1810046K07 gene
14664	C2orf27B	NP_999626.1	-
14665	C22orf30	NP_775837.2	FLJ23059;MGC50372;RP4-694E4.2;DKFZp781P2328;LOC253143
14666	C12orf72	NP_776163.1	LOC254013
14667	C16orf65	NP_776167.1	MGC50721;LOC255762;PDZ domain-containing protein C16orf65
14668	-	NP_976223.1	-
14669	TSPAN33	NP_848657.1	PEN;MGC50844;Penumbra;Tspan-33;Proerythroblast new membrane;hPen
14670	TBC1D26	NP_848666.2	LOC353149
14671	ZNF428	NP_872304.2	Zfp428;C19orf37;MGC51082;Enzyme-like protein PIT13
14672	UNC119B	NP_001074002.1	MGC5139
14673	GIYD2	NP_076949.1	MGC2532 protein;FLJ23439 protein;MGC5178;GIY-YIG domain containing 2 isoform 1;GIY-YIG domain containing 2 isoform 2
14674	RPS19BP1	NP_919307.1	S19BP;FLJ21770;MGC52010;dJ1104E15.4;S19 binding protein;40S ribosomal protein S19-binding protein 1;RPS19-binding protein 1
14675	TMEM110	NP_940965.1	Similar to RIKEN cDNA 1810038N08 gene
14676	LYPD6	NP_919298.1	MGC52057
14677	C1orf210	NP_872323.1	MGC52423;LOC149466
14678	FAM159A	NP_001036158.1	PRO7171;WWLS2783;LOC348378
14679	TAF1D	NP_077021.1	MGC5306
14680	MED10	NP_115662.2	L6;NUT2;TRG20;MGC5309
14681	PGAM5	NP_612642.1	BXLBv68;MGC5352 protein
14682	C20orf195	NP_076964.1	MGC5356;LOC79025;Uncharacterized protein C20orf195
14683	SFT2D3	NP_116129.3	Vesicle transport protein SFT2C
14684	AHNAK	NP_001611.1	MGC5395;AHNAKRS;AHNAK-related;Desmoyokin;Neuroblast differentiation-associated protein AHNAK;AHNAK nucleoprotein isoform 1;AHNAK nucleoprotein isoform 2
14685	DRAM2	NP_848549.3	PRO180;WWFQ154;MGC54289;RP5-1180E21.1;LOC128338
14686	C1orf217	AAH00988.1	MGC5457
14687	TMEM109	NP_076997.1	Mitsugumin-23;Mg23;MGC5508
14688	C2orf49	NP_076998.1	MGC5509;FLJ45759;LOC79074;Ashwin
14689	-	AAH00849.1	LOC79015
14690	TMEM106C	NP_076961.1	MGC5576;MGC111210;LOC79022
14691	-	AAH00868.1	-
14692	XKR3	NP_787074.2	XRG3;XTES;MGC57211;XK-related protein 3
14693	SPDYE3	NP_001004351.2	MGC57359
14694	FAM72A	NP_997301.2	-
14695	MDP1	NP_612485.2	MGC5987
14696	C9orf169	NP_945352.2	Similar to RIKEN cDNA 2310002J15 gene
14697	C15orf38	NP_872422.1	MGC61550;LOC348110;Uncharacterized protein C15orf38
14698	CMC1	NP_872329.1	DKFZp779D0833;LOC152100
14699	MTERFD2	NP_872307.2	FLJ16261;MGC61716
14700	WDR53	NP_872433.1	Hypothetical protein MGC64882
14701	-	NP_982307.1	Similar to RPL23AP7 protein
14702	-	NP_982348.1	LOC403340
14703	PRR19	NP_954979.2	-
14704	-	NP_976315.1	-
14705	AADACL2	NP_997248.2	Similar to Arylacetamide deacetylase
14706	C7orf46	NP_954587.2	FLJ45875;MGC72075;DKFZp686F0810;LOC340277;Uncharacterized protein C7orf46
14707	TUBB2B	NP_821080.1	MGC8685;RP11-506K6.1;DKFZp566F223
14708	-	NP_001004331.1	MGC88374
14709	MED11	NP_001001683.1	-
14710	NBPF15	NP_775909.1	AB14;MGC8902;LOC284565
14711	LRRC42	NP_443172.1	dJ167A19.4;MGC8974
14712	ALKBH2	NP_001001655.1	2OG-Fe(II) oxy DC1;ABH2;hABH2;MGC90512;Alpha-ketoglutarate-dependent dioxygenase alkB homolog 2;Alkylated DNA repair protein alkB homolog 2;Oxy DC1
14713	C1orf156	NP_219486.1	AsTP2;MGC9084;RP1-117P20.4;arsenic-transactivated protein 2;Uncharacterized protein C1orf156
14714	C1orf50	NP_077002.1	MGC955;LOC79078;Uncharacterized protein C1orf50
14715	SLC46A1	NP_542400.2	HCP1;PCFT;MGC9564;Proton-coupled folate transporter;Heme carrier protein 1;G21
14716	TMEM184A	NP_689902.2	FLJ24011;LOC202915
14717	-	NP_689918.1	-
14718	TMEM198	NP_001005209.1	MGC99813
14719	CLEC12A	NP_612210.4	CLL1;DCAL 2;C type lectin superfamily;C type lectin protein CLL 1;C type lectin-like molecule 1;Dendritic cell associated lectin 2;C type lectin domain family 12 member A;MICL;Myeloid inhibitory C type lectin like receptor isoform alpha;Myeloid inhibitory C type lectin like receptor isoform beta
14720	CLNK	NP_443196.2	MIST;CLNK
14721	MYL6B	NP_002466.1	Myosin light chain 1, slow-twitch muscle A isoform
14722	MLF1IP	NP_078905.2	KLIP1;FLJ23468;KSHV latent nuclear antigen interacting protein 1
14723	FAR2	NP_060569.3	FAR2;FLJ10462;Male sterility domain containing 1
14724	FAR1	NP_115604.1	FAR1;FLJ22728;Fatty acyl CoA reductase 1
14725	APIP	NP_057041.2	APIP2;dJ179L10.2;CGI-29 protein;APAF1 interacting protein
14726	RC3H2	NP_001094058.1	FLJ20301;FLJ20713
14727	MOBKL1B	NP_060691.2	MOB1;Mob4B;C2orf6;FLJ10788;FLJ11595;Mob1 alpha;Chromosome 2 open reading frame 6;MOB1, Mps one binder kinase activator like 1B;MATS1;Mob4B protein;Mps one binder kinase activator-like 1B
14728	MOBKL2B	NP_079037.3	MOB1, Mps One Binder kinase activator-like 2B;FLJ13204;MGC32960;Mps one binder kinase activator-like 2B;Protein Mob3B;FLJ23916;Monopolar spindle 1 binding, MOB1, domain containing;Mob1 homolog 2b
14729	MOGAT1	NP_477513.2	MGAT1;DGAT2L;DGAT2L1;Diacylglycerol acyltransferase 2-like;Diacylglycerol O-acyltransferase 2 like 1
14730	WDR83	NP_115708.1	MORG1;MGC4238
14731	C9orf31	AAF89164.1	Chromosome 9 open reading frame 31
14732	MOV10	NP_066014.1	gb110;KIAA1631;EC 3.6.1.-;helicase MOV 10;DKFZp667O1423;FLJ32791;RP11-426L16.2;Mov10, Moloney leukemia virus 10, homolog
14733	MPP7	NP_775767.2	Membrane protein palmitoylated 7;Palmitoylated membrane protein 7
14734	MPPE1	NP_075563.3	FLJ11585 protein;Metallophosphoesterase 1 variant;Metallophosphoesterase 1 isoform a precursor
14735	MYL12A	NP_006462.1	MRLC3;MRCL3;MLCB
14736	MRP63	NP_076931.1	Mitochondrial ribosomal protein bMRP63;BMRP63;MGC3243
14737	MRPL1	NP_064621.3	L1mt;BM022
14738	MRPL10	NP_683685.1	RPML8;MRP L8;MGC17973;Mitochondrial ribosomal protein L10 isoform b;Mitochondrial ribosomal protein L10 isoform a
14739	MRPL11	NP_057134.1	L11mt;CGI 113;39S ribosomal protein L11 mitochondrial;Mitochondrial ribosomal protein L11 isoform c;Mitochondrial ribosomal protein L11 isoform b;MGC111024;MRP-L11;bMRP-32;Mitochondrial ribosomal protein L11 isoform a
14740	MRPL13	NP_054797.2	39S ribosomal protein L13 mitochondrial;L13;L13mt;RPL13
14741	MRPL14	NP_115487.2	RMPL32;RPML32;MRP L32
14742	MRPL15	NP_054894.1	RPML7;MRP L7;HSPC145;RLX1
14743	MRPL16	NP_060310.1	L16mt;FLJ20484;PNAS 111
14744	MRPL18	NP_054880.2	HSPC071;L18mt;39S ribosomal protein L18 mitochondrial
14745	MRPL2	NP_057034.2	MRP L14;RPML14;CGI 22;LOC51069
14746	MRPL20	NP_060441.2	L20mt;MGC4779;FLJ10024
14747	MRPL21	NP_852615.1	MGC62013;Mitochondrial ribosomal protein L21 isoform d;Mitochondrial ribosomal protein L21 isoform a
14748	MRPL22	NP_054899.2	MRP L25;RPML25;HSPC158;DKFZp781F1071;Mitochondrial ribosomal protein L22 isoform a;Mitochondrial ribosomal protein L22 isoform b
14749	MRPL24	NP_663781.1	MGC9831;FLJ20917;MGC22737;MRP-L18
14750	MRPL27	NP_057588.1	Mitochondrial 39S ribosomal protein L27;LOC51264;L27mt;MGC23716;HSPC250;Mitochondrial ribosomal protein L27 isoform a;Mitochondrial ribosomal protein L27 isoform b;Mitochondrial ribosomal protein L27 isoform c
14751	MRPL30	NP_660213.1	MRP L28;RPML28;LOC51263;MGC24095;MGC3314;FLJ44438
14752	MRPL32	NP_114109.1	39S ribosomal protein L32 mitochondrial;L32mt;HSPC283;bMRP 59b
14753	MRPL33	NP_004882.1	C2orf1;RPL33L;MGC13694;MGC23922;MGC111093;Chromosome 2 open reading frame 1;Ribosomal protein L33-like;Mitochondrial ribosomal protein L33 isoform a;Mitochondrial ribosomal protein L33 isoform b
14754	MRPL34	NP_076426.1	39S ribosomal protein L34 mitochondrial;L34mt;MGC2633;MGC24974
14755	MRPL35	NP_057706.2	39S ribosomal protein L35 mitochondrial;L35mt;BM 007;Mitochondrial ribosomal protein L35 isoform a;Mitochondrial ribosomal protein L35 isoform b
14756	MRPL36	NP_115868.1	39S ribosomal protein L36 mitochondrial;BRCA1 interacting protein 1;RPMJ;BRIP1;L36mt;PRPL36
14757	MRPL37	NP_057575.2	Ribosomal protein mitochondrial L2;MRPL2;RPML2;MGC878;MRP L2
14758	MRPL38	NP_115867.2	RPML3;MRP L3;HSPC262;MGC4810
14759	MRPL4	NP_057040.2	L4mt;CGI 28;MGC2681;MGC16367;LOC51073;Mitochondrial ribosomal protein L4 isoform a;Mitochondrial ribosomal protein L4 isoform b
14760	MRPL41	NP_115866.1	PIG3;RPML27;MRP L27
14761	MRPL42	NP_751918.1	Mitochondrial 28S ribosomal protein S32;S32mt;MRP S32;PTD007;HSPC204;MRPS32;MRPL31;RPML31;MRP L31;Mitochondrial ribosomal protein L42 isoform a;Mitochondrial ribosomal protein L42 isoform b
14762	MRPL43	NP_789764.1	39S ribosomal protein L43 mitochondrial;Mitochondrial ribosomal protein bMRP36a;L43mt;MRP L43;bMRP36a;MGC17989;MGC48892;OTTHUMP00000059154;Mitochondrial ribosomal protein L43 isoform d;Mitochondrial ribosomal protein L43 isoform b;Mitochondrial ribosomal protein L43 isoform c;Mitochondrial ribosomal protein L43 isoform a
14763	MRPL44	NP_075066.1	39S ribosomal protein L44 mitochondrial;L44mt;MRP L44;FLJ12701;FLJ13990
14764	MRPL45	NP_115727.3	39S ribosomal protein L45 mitochondrial;MRP L45;L45mt;MGC11321
14765	MRPL46	NP_071446.2	39S ribosomal protein L46 mitochondrial;Chromosome 15 open reading frame 4;L46mt;MRP L46;P2ECSL;C15orf4;LIECG2;MGC22762
