00001	-	NP_000680.2	ALDH1A1	General	Aldehyde dehydrogenase activity (GO:0004028)	1709013	Aldehyde metabolism (GO:0006081)	1709013	-	-
13866	-	NP_065905.2	KIAA1468	General	Molecular function unknown (GO:0005554)	-	Biological_process unknown (GO:0000004)	-	Cytoplasm (GO:0005737)	17081983
13867	-	NP_065915.1	KIAA1486	General	Molecular function unknown (GO:0005554)	-	Biological_process unknown (GO:0000004)	-	-	-
13868	-	NP_065949.1	CALCOCO1	General	Transcription regulator activity (GO:0030528)	16931570	Regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolism (GO:0019219)	10819331	Cytoplasm (GO:0005737); Nucleus (GO:0005634)	16931570,16931570
13869	-	NP_079458.2	KIAA1539	General	Molecular function unknown (GO:0005554); Protein binding (GO:0005515)	-,16189514	Biological_process unknown (GO:0000004)	-	Nucleus (GO:0005634)	16381901
13870	-	NP_065952.2	PHRF1	General	Molecular function unknown (GO:0005554)	-	Biological_process unknown (GO:0000004)	-	-	-
13871	-	NP_001073898.1	KIAA1543	General	Molecular function unknown (GO:0005554)	-	Biological_process unknown (GO:0000004)	-	-	-
13872	-	NP_001136113.1	FBRSL1	General	Molecular function unknown (GO:0005554)	-	Biological_process unknown (GO:0000004)	-	-	-
13873	-	NP_001158137.1	KIAA1549	General	Molecular function unknown (GO:0005554)	-	Biological_process unknown (GO:0000004)	-	-	-
13874	-	NP_065976.2	CACHD1	General	Protein binding (GO:0005515); Voltage-gated ion channel activity (GO:0005244)	12421765,-	Transport (GO:0006810); Ion transport (GO:0006811)	-,-	Integral to membrane (GO:0016021)	-
13875	-	NP_065978.1	VAT1L	General	Molecular function unknown (GO:0005554)	-	Biological_process unknown (GO:0000004)	-	-	-
13876	-	NP_065988.1	FANCM	General	ATPase activity (GO:0016887); DNA repair protein (GO:0003685)	16116422,16116422	DNA repair (GO:0006281)	16116422	Nucleus (GO:0005634)	16116422
13877	-	NP_065998.3	KIAA1609	General	Molecular function unknown (GO:0005554); Protein binding (GO:0005515)	-,16189514	Biological_process unknown (GO:0000004)	-	-	-
13878	-	NP_478144.1	PPP4R4	General	Molecular function unknown (GO:0005554)	-	Biological_process unknown (GO:0000004)	-	Cytoplasm (GO:0005737)	18715871
13879	-	NP_066012.1	METTL14	General	Methyltransferase activity (GO:0008168)	-	Regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolism (GO:0019219)	-	-	-
13880	-	CAG30233.1	-	General	Molecular function unknown (GO:0005554)	-	Biological_process unknown (GO:0000004)	-	-	-
13881	-	NP_056487.1	RIMBP3	General	Molecular function unknown (GO:0005554)	-	Biological_process unknown (GO:0000004)	-	-	-
13882	-	NP_001138776.1	KIAA1683	General	Protein binding (GO:0005515)	16189514	Biological_process unknown (GO:0000004)	-	Mitochondrion (GO:0005739)	11256614
13883	-	NP_085131.1	INTS5	General	Protein binding (GO:0005515)	16239144	RNA metabolism (GO:0016070); Transcription (GO:0006350)	16239144,16239144	Nucleus (GO:0005634); Cytosol (GO:0005829)	16239144,15561729
13884	-	NP_085139.2	EEPD1	General	DNA binding (GO:0003677)	-	Regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolism (GO:0019219)	11214970	Nucleus (GO:0005634)	-
13885	-	NP_001138786.1	KIAA1712	General	Protein binding (GO:0005515)	16189514	Biological_process unknown (GO:0000004)	-	-	-
13886	-	NP_085153.1	KIAA1715	General	Protein binding (GO:0005515)	17353931	Biological_process unknown (GO:0000004)	-	Integral to membrane (GO:0016021)	-
13887	-	NP_085148.1	SH3BP5L	General	Protein binding (GO:0005515)	16189514	Cell communication (GO:0007154); Cell-cell signaling (GO:0007267)	11214970,11214970	-	-
13888	-	NP_203751.2	FHDC1	General	Cytoskeletal protein binding (GO:0008092)	-	Cell growth and/or maintenance (GO:0008151); Cell adhesion (GO:0007155); Cell motility (GO:0006928)	-,-,-	Cytoskeleton (GO:0005856)	-
13889	-	NP_444270.2	ZNF518B	General	Molecular function unknown (GO:0005554)	-	Regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolism (GO:0019219)	-	Nucleus (GO:0005634)	-
13890	-	NP_219494.2	KIAA1737	General	Molecular function unknown (GO:0005554)	-	Biological_process unknown (GO:0000004)	-	-	-
13891	-	NP_066988.1	FAM5B	General	Molecular function unknown (GO:0005554)	-	Cell growth and/or maintenance (GO:0008151)	-	-	-
13892	-	NP_203755.1	ITPRIP	General	Molecular function unknown (GO:0005554); Receptor regulator activity (GO:0030545)	-,16990268	Biological_process unknown (GO:0000004)	-	Plasma membrane (GO:0005886); Nucleus (GO:0005634); Cell projection (GO:0042995)	16990268,16990268,16990268
13893	-	NP_848590.3	ITPRIPL1	General	Molecular function unknown (GO:0005554)	-	Biological_process unknown (GO:0000004)	-	-	-
13894	-	NP_115818.2	NEURL4	General	Molecular function unknown (GO:0005554); Protein binding (GO:0005515)	-,17353931	Cell growth and/or maintenance (GO:0008151)	-	-	-
13895	-	NP_001120730.1	HHIPL1	General	Molecular function unknown (GO:0005554); Receptor activity (GO:0004872)	-,-	Biological_process unknown (GO:0000004)	-	Plasma membrane (GO:0005886)	-
13896	-	NP_001123465.1	KIAA1841	General	Molecular function unknown (GO:0005554)	-	Biological_process unknown (GO:0000004)	-	-	-
13897	-	NP_919262.2	SRRM4	General	Molecular function unknown (GO:0005554)	-	Biological_process unknown (GO:0000004)	-	-	-
13898	-	NP_443136.2	KLHL32	General	Cytoskeletal protein binding (GO:0008092)	-	Cell growth and/or maintenance (GO:0008151)	-	-	-
13899	-	BAC03573.1	-	General	Molecular function unknown (GO:0005554)	-	Biological_process unknown (GO:0000004)	-	-	-
13900	-	NP_443141.3	PLEKHG4B	General	Guanyl-nucleotide exchange factor activity (GO:0005085)	-	Cell communication (GO:0007154); Signal transduction (GO:0007165)	-,-	-	-
13901	-	NP_443145.1	TMEM200A	General	Molecular function unknown (GO:0005554)	-	Biological_process unknown (GO:0000004)	-	Integral to membrane (GO:0016021)	-
13902	-	NP_001001936.1	AFAP1L2	General	Transcription regulator activity (GO:0030528)	17412687	Signal transduction (GO:0007165)	17412687	Cytoplasm (GO:0005737)	17412687
13903	-	NP_001078956.1	MYSM1	General	DNA binding (GO:0003677)	-	Regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolism (GO:0019219)	-	Nucleus (GO:0005634)	-
13904	-	NP_699200.2	KIAA1919	General	Auxiliary transport protein activity (GO:0015457)	-	Transport (GO:0006810)	-	Plasma membrane (GO:0005886)	12590146
13905	-	AAH33082.1	-	General	Molecular function unknown (GO:0005554)	-	Biological_process unknown (GO:0000004)	-	-	-
13906	-	NP_597705.2	TMEM132D	General	Molecular function unknown (GO:0005554)	-	Biological_process unknown (GO:0000004)	-	Integral to membrane (GO:0016021)	-
13907	-	NP_803237.3	FAM171B	General	Molecular function unknown (GO:0005554)	-	Biological_process unknown (GO:0000004)	-	Integral to membrane (GO:0016021)	-
13908	-	NP_588609.1	RSPRY1	General	Ubiquitin-specific protease activity (GO:0004843)	-	Protein metabolism (GO:0019538)	-	-	-
13909	-	NP_597707.1	ANKS3	General	RNA binding (GO:0003723)	-	Regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolism (GO:0019219)	-	Nucleus (GO:0005634)	-
13910	-	NP_597731.2	ZNF721	General	DNA binding (GO:0003677)	-	Regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolism (GO:0019219)	11853319	Nucleus (GO:0005634)	-
13911	-	NP_079052.2	-	General	Molecular function unknown (GO:0005554)	-	Biological_process unknown (GO:0000004)	-	-	-
13912	-	NP_001009899.2	KIAA2018	General	Transcription factor activity (GO:0003700)	-	Transcription (GO:0006350)	-	-	-
13913	-	NP_742068.1	RC3H1	General	Ubiquitin binding (GO:0043130)	15917799	Protein metabolism (GO:0019538)	15917799	Cytoplasm (GO:0005737)	15917799
13914	-	NP_612433.1	KIF12	General	Motor activity (GO:0003774)	-	Cell growth and/or maintenance (GO:0008151)	-	-	-
13915	-	BAA91916.1	KIF24	General	Motor activity (GO:0003774)	-	Cell growth and/or maintenance (GO:0008151)	-	-	-
13916	-	NP_665697.1	KIFC2	General	Motor activity (GO:0003774)	-	Cell growth and/or maintenance (GO:0008151)	-	Cell projection (GO:0042995); Cytoplasm (GO:0005737); Nucleus (GO:0005634)	9115737,9115737,9115737
13917	-	NP_073733.1	KLC2	General	Motor activity (GO:0003774)	-	Cell growth and/or maintenance (GO:0008151)	-	Cytoplasm (GO:0005737); Microsome (GO:0005792); Cytosol (GO:0005829); Perinuclear vesicle (None); Cell junction (GO:0030054); Golgi apparatus (GO:0005794); Nucleus (GO:0005634)	9624122,17081983,9624122,14985359,17332754,14985359,14985359,17332754,17081983
13918	-	NP_055273.2	KLHL20	General	Cytoskeletal protein binding (GO:0008092)	-	Cell growth and/or maintenance (GO:0008151)	-	Cytoskeleton (GO:0005856)	14668487
13919	-	NP_619638.1	KLF14	General	DNA binding (GO:0003677)	-	Regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolism (GO:0019219)	-	Nucleus (GO:0005634)	-
13920	-	NP_057615.3	KLF3	General	Transcription regulator activity (GO:0030528)	-	Regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolism (GO:0019219)	-	Nucleus (GO:0005634)	-
13921	-	NP_751943.1	KLHDC1	General	Molecular function unknown (GO:0005554)	-	Biological_process unknown (GO:0000004)	-	-	-
13922	-	NP_476502.1	KLHDC3	General	DNA binding (GO:0003677)	-	Regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolism (GO:0019219)	-	Nucleus (GO:0005634); Cytoplasm (GO:0005737)	12606021,12606021
13923	-	NP_001003760.2	KLHL31	General	Molecular function unknown (GO:0005554)	-	Biological_process unknown (GO:0000004)	-	Cytoplasm (GO:0005737); Nucleus (GO:0005634)	18719355,18719355
13924	-	NP_060613.1	KLHL11	General	Structural constituent of cytoskeleton (GO:0005200)	-	Cell growth and/or maintenance (GO:0008151)	-	-	-
13925	-	NP_067646.1	KLHL12	General	Molecular function unknown (GO:0005554)	-	Biological_process unknown (GO:0000004)	-	-	-
13926	-	NP_938073.1	KLHL17	General	Cytoskeletal protein binding (GO:0008092)	-	Cell growth and/or maintenance (GO:0008151)	-	Cytoskeleton (GO:0005856)	-
13927	-	NP_001026880.2	KLHL7	General	Molecular function unknown (GO:0005554)	-	Biological_process unknown (GO:0000004)	-	-	-
13928	-	NP_065854.3	KLHL8	General	Molecular function unknown (GO:0005554)	-	Biological_process unknown (GO:0000004)	-	-	-
13929	-	NP_061335.1	KLHL9	General	Cytoskeletal protein binding (GO:0008092)	-	Cell growth and/or maintenance (GO:0008151)	-	-	-
13930	-	NP_997221.2	LCTL	General	Hydrolase activity (GO:0016787)	-	Metabolism (GO:0008152); Energy pathways (GO:0006091)	-,-	Endoplasmic reticulum (GO:0005783)	12084582
13931	-	NP_689856.6	KNDC1	General	Molecular function unknown (GO:0005554)	-	Biological_process unknown (GO:0000004)	-	-	-
13932	-	NP_958931.1	KLC4	General	Transporter activity (GO:0005215)	-	Transport (GO:0006810)	-	-	-
13933	-	NP_757384.1	KREMEN2	General	Receptor binding (GO:0005102)	11448771	Regulation of signal transduction (GO:0009966)	11448771,11433302,11357136,12050670	Plasma membrane (GO:0005886)	12050670
13934	-	NP_778253.2	KRT77	General	Structural molecule activity (GO:0005198)	-	Cell growth and/or maintenance (GO:0008151)	-	-	-
13935	-	NP_114170.1	KRTAP17-1	General	Structural molecule activity (GO:0005198)	-	Cell growth and/or maintenance (GO:0008151)	-	-	-
13936	-	NP_149440.1	KRTAP2-4	General	Structural molecule activity (GO:0005198)	-	Cell growth and/or maintenance (GO:0008151)	-	-	-
13937	-	NP_114164.1	KRTAP3-1	General	Structural molecule activity (GO:0005198)	-	Cell growth and/or maintenance (GO:0008151)	-	Cytoskeleton (GO:0005856)	-
13938	-	NP_114165.1	KRTAP3-2	General	Structural molecule activity (GO:0005198)	-	Cell growth and/or maintenance (GO:0008151)	-	Cytoskeleton (GO:0005856)	-
13939	-	NP_149441.1	KRTAP3-3	General	Structural molecule activity (GO:0005198)	-	Cell growth and/or maintenance (GO:0008151)	-	Cytoskeleton (GO:0005856)	-
13940	-	NP_149049.1	KRTAP4-1	General	Structural molecule activity (GO:0005198)	-	Cell growth and/or maintenance (GO:0008151)	-	Cytoskeleton (GO:0005856)	-
13941	-	NP_114060.1	KRTAP4-12	General	Structural molecule activity (GO:0005198)	-	Cell growth and/or maintenance (GO:0008151)	-	Cytoskeleton (GO:0005856)	-
13942	-	CAC27563.1	KRTAP4-13	General	Structural molecule activity (GO:0005198)	-	Cell growth and/or maintenance (GO:0008151)	-	-	-
13943	-	NP_149048.2	KRTAP4-14	General	Structural molecule activity (GO:0005198)	-	Cell growth and/or maintenance (GO:0008151)	-	Cytoskeleton (GO:0005856)	-
13944	-	NP_149051.1	KRTAP4-2	General	Cytoskeletal protein binding (GO:0008092)	-	Cell growth and/or maintenance (GO:0008151)	-	Cytoskeleton (GO:0005856)	-
13945	-	NP_115913.1	KRTAP4-4	General	Cytoskeletal protein binding (GO:0008092)	-	Cell growth and/or maintenance (GO:0008151)	-	Cytoskeleton (GO:0005856)	-
13946	-	NP_149445.3	KRTAP4-5	General	Cytoskeletal protein binding (GO:0008092)	-	Cell growth and/or maintenance (GO:0008151)	-	Cytoskeleton (GO:0005856)	-
13947	-	NP_149050.2	KRTAP4-7	General	Cytoskeletal protein binding (GO:0008092)	-	Cell growth and/or maintenance (GO:0008151)	-	Cytoskeleton (GO:0005856)	-
13948	-	NP_001005922.1	KRTAP5-1	General	Structural molecule activity (GO:0005198)	-	Cell growth and/or maintenance (GO:0008151)	-	-	-
13949	-	NP_114167.2	KRTAP9-2	General	Cytoskeletal protein binding (GO:0008092)	-	Cell growth and/or maintenance (GO:0008151)	-	Cytoskeleton (GO:0005856)	-
13950	-	NP_114168.1	KRTAP9-3	General	Structural molecule activity (GO:0005198)	-	Cell growth and/or maintenance (GO:0008151)	-	Cytoskeleton (GO:0005856)	-
13951	-	NP_149461.2	KRTAP9-4	General	Structural molecule activity (GO:0005198)	-	Cell growth and/or maintenance (GO:0008151)	-	Cytoskeleton (GO:0005856)	-
13952	-	NP_775869.3	KSR2	General	Protein threonine/tyrosine kinase activity (GO:0004712)	-	Cell communication (GO:0007154); Signal transduction (GO:0007165)	-,-	-	-
13953	-	NP_848649.3	KY	General	Molecular function unknown (GO:0005554)	-	Biological_process unknown (GO:0000004)	-	-	-
13954	-	NP_113676.2	L3MBTL2	General	Transcription regulator activity (GO:0030528)	11682070	Regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolism (GO:0019219)	11682070	Nucleus (GO:0005634); Cytoplasm (GO:0005737)	11682070,11682070
13955	-	NP_057111.1	LACTB2	General	Molecular function unknown (GO:0005554)	-	Biological_process unknown (GO:0000004)	-	-	-
13956	-	NP_061167.1	LANCL2	General	Molecular function unknown (GO:0005554)	-	Biological_process unknown (GO:0000004)	-	Plasma membrane (GO:0005886); Nucleus (GO:0005634); Cytoplasm (GO:0005737)	12566319,12566319,12566319
13957	-	NP_940913.1	LANCL3	General	Molecular function unknown (GO:0005554)	-	Biological_process unknown (GO:0000004)	-	-	-
13958	-	NP_056417.2	TOR1AIP1	General	Molecular function unknown (GO:0005554)	-	Biological_process unknown (GO:0000004)	-	Nucleus (GO:0005634); Endoplasmic reticulum (GO:0005783)	12061773,17081983,12061773
13959	-	NP_055528.1	LAPTM4A	General	Auxiliary transport protein activity (GO:0015457)	-	Transport (GO:0006810)	-	Golgi apparatus (GO:0005794)	8621662
13960	-	AAO84265.1	LAPTM4B	General	Molecular function unknown (GO:0005554)	-	Regulation of cell proliferation (GO:0042127)	12902989,15911104	Lysosome (GO:0005764); Integral to membrane (GO:0016021); Endosome (GO:0005768)	12902989,15911104,12947545,12902989,12902989,15911104
13961	-	NP_849164.2	LASS3	General	Transcription regulator activity (GO:0030528)	-	Regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolism (GO:0019219)	-	Nucleus (GO:0005634)	-
13962	-	NP_078828.2	LASS4	General	Transcription regulator activity (GO:0030528)	-	Regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolism (GO:0019219)	-	Nucleus (GO:0005634)	-
13963	-	NP_671723.1	LASS5	General	Transcription regulator activity (GO:0030528)	-	Regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolism (GO:0019219)	-	Nucleus (GO:0005634)	-
13965	-	NP_112177.2	LBH	General	Transcription regulator activity (GO:0030528)	-	Regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolism (GO:0019219)	-	Nucleus (GO:0005634); Cytoplasm (GO:0005737)	11336496,11336496,17081983
13966	-	NP_848125.1	LCE1A	General	Structural molecule activity (GO:0005198)	-	Cell growth and/or maintenance (GO:0008151)	-	-	-
13967	-	NP_848128.1	LCE1C	General	Structural molecule activity (GO:0005198)	-	Cell growth and/or maintenance (GO:0008151)	-	-	-
13968	-	NP_848129.1	LCE1D	General	Structural molecule activity (GO:0005198)	-	Cell growth and/or maintenance (GO:0008151)	-	-	-
13969	-	NP_848130.1	LCE1E	General	Structural molecule activity (GO:0005198)	-	Cell growth and/or maintenance (GO:0008151)	-	-	-
13970	-	NP_848131.1	LCE1F	General	Structural molecule activity (GO:0005198)	-	Cell growth and/or maintenance (GO:0008151)	-	-	-
13971	-	NP_848515.1	LCE2A	General	Structural molecule activity (GO:0005198)	-	Cell growth and/or maintenance (GO:0008151)	-	-	-
13972	-	NP_848516.1	LCE2C	General	Structural molecule activity (GO:0005198)	-	Cell growth and/or maintenance (GO:0008151)	-	-	-
13973	-	NP_848518.1	LCE3A	General	Structural molecule activity (GO:0005198)	-	Cell growth and/or maintenance (GO:0008151)	-	-	-
13974	-	NP_848520.1	LCE3B	General	Structural molecule activity (GO:0005198)	-	Cell growth and/or maintenance (GO:0008151)	-	-	-
13975	-	NP_848522.1	LCE3E	General	Structural molecule activity (GO:0005198)	-	Cell growth and/or maintenance (GO:0008151)	-	-	-
13976	-	NP_001073861.1	KIAA1147	General	Molecular function unknown (GO:0005554)	-	Biological_process unknown (GO:0000004)	-	-	-
13977	-	NP_001001712.2	LCN10	General	Molecular function unknown (GO:0005554)	-	Transport (GO:0006810)	-	-	-
13978	-	NP_848631.2	LCN12	General	Molecular function unknown (GO:0005554)	-	Transport (GO:0006810)	-	-	-
13979	-	NP_001001676.1	LCN9	General	Molecular function unknown (GO:0005554)	-	Biological_process unknown (GO:0000004)	-	Extracellular (GO:0005576)	-
13980	-	NP_659409.2	LDHAL6A	General	Oxidoreductase activity (GO:0016491)	-	Metabolism (GO:0008152); Energy pathways (GO:0006091)	-,-	-	-
13981	-	NP_149972.1	LDHAL6B	General	Oxidoreductase activity (GO:0016491)	-	Metabolism (GO:0008152); Energy pathways (GO:0006091)	-,-	-	-
13982	-	NP_115663.2	LDOC1L	General	Molecular function unknown (GO:0005554)	-	Biological_process unknown (GO:0000004)	-	-	-
13983	-	NP_001001552.3	LEMD1	General	Molecular function unknown (GO:0005554)	-	Biological_process unknown (GO:0000004)	-	Nucleus (GO:0005634)	-
13984	-	NP_851853.1	LEMD2	General	Molecular function unknown (GO:0005554)	-	Biological_process unknown (GO:0000004)	-	Integral to membrane (GO:0016021); Nucleus (GO:0005634)	none,15561729,17081983
13985	-	NP_077292.1	LENG1	General	Receptor activity (GO:0004872)	-	Immune response (GO:0006955)	-	-	-
13986	-	NP_945339.2	LENG9	General	Receptor activity (GO:0004872)	-	Immune response (GO:0006955)	-	-	-
